#MdsTime (uint32)[1];correctedMirnov0 (float32)[1];correctedMirnov1 (float32)[1];correctedMirnov2 (float32)[1];correctedMirnov3 (float32)[1];correctedMirnov4 (float32)[1];correctedMirnov5 (float32)[1];correctedMirnov6 (float32)[1];correctedMirnov7 (float32)[1];correctedMirnov8 (float32)[1];correctedMirnov9 (float32)[1];correctedMirnov10 (float32)[1];correctedMirnov11 (float32)[1]
32699;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.812942;129108.608245;135111.224651;-14059.588909;36323.201656;12037.684917
32799;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.812942;129108.608245;135111.224651;-14059.588909;36323.201656;12037.688493
32899;-17431.678771;-35627.548694;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.812942;129108.608245;135111.224651;-14059.588909;36323.201656;12037.689685
32999;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.586524;36323.199272;12037.690877
33099;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.586524;36323.199272;12037.694454
33199;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.586524;36323.199272;12037.695646
33299;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.585571;36323.194503;12037.698030
33399;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.585571;36323.194503;12037.700414
33499;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.585571;36323.189735;12037.701606
33599;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.584140;36323.189735;12037.703990
33699;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.822479;129108.608245;135111.224651;-14059.584140;36323.189735;12037.706375
33799;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.832015;129108.608245;135111.224651;-14059.584140;36323.187351;12037.708759
33899;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.832015;129108.608245;135111.224651;-14059.584140;36323.187351;12037.709951
33999;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.832015;129108.608245;135111.224651;-14059.584140;36323.187351;12037.712335
34099;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.832015;129108.608245;135111.224651;-14059.584140;36323.187351;12037.714719
34199;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.841552;129108.608245;135111.224651;-14059.584140;36323.187351;12037.715911
34299;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.841552;129108.608245;135111.224651;-14059.581756;36323.182582;12037.718296
34399;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.841552;129108.608245;135111.224651;-14059.581756;36323.182582;12037.720680
34499;-17431.678771;-35627.546310;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.851089;129108.608245;135111.224651;-14059.581756;36323.182582;12037.721872
34599;-17431.681156;-35627.541542;-94371.995925;-138722.837448;-161819.419860;-89523.525238;-86968.851089;129108.608245;135111.224651;-14059.580802;36323.177814;12037.724256
34699;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.851089;129108.608245;135111.224651;-14059.580802;36323.177814;12037.726640
34799;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.851089;129108.608245;135111.224651;-14059.580802;36323.177814;12037.729024
34899;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.579372;36323.175430;12037.730216
34999;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.579372;36323.175430;12037.732601
35099;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.579372;36323.170661;12037.734985
35199;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.579372;36323.170661;12037.737369
35299;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.577941;36323.170661;12037.739753
35399;-17431.681156;-35627.541542;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.577941;36323.165893;12037.740945
35499;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.619689;135111.224651;-14059.577941;36323.165893;12037.743330
35599;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.860626;129108.631134;135111.224651;-14059.576988;36323.165893;12037.745714
35699;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.870162;129108.631134;135111.224651;-14059.576988;36323.165893;12037.748098
35800;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.870162;129108.631134;135111.224651;-14059.576988;36323.165893;12037.749290
35900;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.870162;129108.631134;135111.224651;-14059.576034;36323.163509;12037.751674
36000;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.879699;129108.631134;135111.224651;-14059.576034;36323.163509;12037.754058
36100;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.879699;129108.631134;135111.224651;-14059.576034;36323.163509;12037.755250
36200;-17431.681156;-35627.539157;-94371.995925;-138722.860336;-161819.419860;-89523.534774;-86968.879699;129108.631134;135111.224651;-14059.573173;36323.158740;12037.758827
36300;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.879699;129108.643531;135111.224651;-14059.573173;36323.158740;12037.760019
36400;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.889236;129108.643531;135111.224651;-14059.573173;36323.156356;12037.761211
36500;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.889236;129108.643531;135111.224651;-14059.573173;36323.156356;12037.764787
36600;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.889236;129108.643531;135111.224651;-14059.573173;36323.156356;12037.765979
36700;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.889236;129108.643531;135111.224651;-14059.573173;36323.151588;12037.768363
36800;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.898773;129108.643531;135111.224651;-14059.573173;36323.151588;12037.770748
36900;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.898773;129108.643531;135111.224651;-14059.572219;36323.151588;12037.771940
37000;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.898773;129108.643531;135111.224651;-14059.572219;36323.151588;12037.774324
37100;-17431.681156;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.898773;129108.655929;135111.224651;-14059.572219;36323.151588;12037.776708
37200;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.569835;36323.146820;12037.779092
37300;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.569835;36323.146820;12037.781476
37400;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.569835;36323.146820;12037.782669
37500;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.568405;36323.144435;12037.785053
37600;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.568405;36323.144435;12037.786245
37700;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.568405;36323.139667;12037.789821
37800;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.908309;129108.655929;135111.224651;-14059.568405;36323.139667;12037.792205
37900;-17431.683540;-35627.534389;-94371.995925;-138722.860336;-161819.419860;-89523.544311;-86968.917846;129108.655929;135111.224651;-14059.567451;36323.139667;12037.792205
38000;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.917846;129108.655929;135111.224651;-14059.567451;36323.134899;12037.795782
38100;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.917846;129108.655929;135111.224651;-14059.567451;36323.134899;12037.796974
38200;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.917846;129108.655929;135111.224651;-14059.566497;36323.132514;12037.799358
38300;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.927383;129108.655929;135111.224651;-14059.566497;36323.132514;12037.802934
38400;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.927383;129108.655929;135111.224651;-14059.566497;36323.132514;12037.802934
38500;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.927383;129108.655929;135111.224651;-14059.565067;36323.132514;12037.805318
38600;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.927383;129108.655929;135111.224651;-14059.565067;36323.132514;12037.807703
38700;-17431.683540;-35627.529621;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.565067;36323.132514;12037.810087
38800;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.565067;36323.127746;12037.812471
38900;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.563636;36323.127746;12037.813663
39000;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.563636;36323.122978;12037.816047
39100;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.563636;36323.122978;12037.818431
39200;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.655929;135111.224651;-14059.562683;36323.122978;12037.820816
39300;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.946456;129108.667373;135111.224651;-14059.562683;36323.120594;12037.823200
39400;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.955993;129108.667373;135111.224651;-14059.562683;36323.120594;12037.824392
39500;-17431.683540;-35627.527236;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.955993;129108.667373;135111.224651;-14059.561729;36323.115825;12037.826776
39600;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.553848;-86968.955993;129108.667373;135111.224651;-14059.561729;36323.115825;12037.829160
39700;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.955993;129108.667373;135111.224651;-14059.561729;36323.115825;12037.830352
39800;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.965530;129108.667373;135111.224651;-14059.560298;36323.113441;12037.833929
39900;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.965530;129108.667373;135111.224651;-14059.560298;36323.113441;12037.835121
40000;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.965530;129108.678817;135111.224651;-14059.560298;36323.113441;12037.836313
40100;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.965530;129108.678817;135111.224651;-14059.560298;36323.113441;12037.839889
40200;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.975067;129108.678817;135111.224651;-14059.558868;36323.113441;12037.841081
40300;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.975067;129108.678817;135111.224651;-14059.558868;36323.108673;12037.843465
40400;-17431.683540;-35627.522468;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.975067;129108.678817;135111.224651;-14059.558868;36323.108673;12037.845849
40500;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.975067;129108.678817;135111.224651;-14059.556961;36323.108673;12037.847042
40600;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.984603;129108.678817;135111.224651;-14059.556961;36323.103904;12037.849426
40700;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.984603;129108.691215;135111.224651;-14059.556961;36323.103904;12037.851810
40800;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.984603;129108.691215;135111.224651;-14059.556961;36323.101520;12037.854194
40900;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.556961;36323.101520;12037.855386
41000;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.556961;36323.101520;12037.857770
41100;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.556961;36323.096752;12037.860155
41200;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.555530;36323.096752;12037.862539
41300;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.555530;36323.096752;12037.864923
41400;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.691215;135111.224651;-14059.555530;36323.096752;12037.866115
41500;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.703613;135111.224651;-14059.553146;36323.096752;12037.867307
41600;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.419860;-89523.563385;-86968.994140;129108.703613;135111.224651;-14059.553146;36323.091983;12037.870883
41700;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.003677;129108.703613;135111.224651;-14059.553146;36323.091983;12037.873268
41800;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.003677;129108.703613;135111.224651;-14059.552192;36323.091983;12037.874460
41900;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.003677;129108.703613;135111.224651;-14059.552192;36323.089599;12037.876844
42000;-17431.683540;-35627.517700;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.003677;129108.703613;135111.224651;-14059.552192;36323.089599;12037.878036
42100;-17431.683540;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.013214;129108.703613;135111.224651;-14059.552192;36323.089599;12037.880420
42200;-17431.683540;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.013214;129108.703613;135111.224651;-14059.552192;36323.084831;12037.883996
42300;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.013214;129108.703613;135111.224651;-14059.552192;36323.084831;12037.885189
42400;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.013214;129108.703613;135111.224651;-14059.552192;36323.080062;12037.886381
42500;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.022750;129108.703613;135111.224651;-14059.549331;36323.080062;12037.888765
42600;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.022750;129108.703613;135111.224651;-14059.549331;36323.080062;12037.891149
42700;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.022750;129108.703613;135111.224651;-14059.549331;36323.077678;12037.893533
42800;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.032287;129108.703613;135111.248493;-14059.548377;36323.077678;12037.895917
42900;-17431.684494;-35627.515316;-94371.995925;-138722.860336;-161819.448471;-89523.563385;-86969.032287;129108.703613;135111.248493;-14059.548377;36323.077678;12037.897109
43000;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.563385;-86969.032287;129108.703613;135111.248493;-14059.548377;36323.077678;12037.899494
43100;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.032287;129108.703613;135111.248493;-14059.547424;36323.077678;12037.901878
43200;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.032287;129108.703613;135111.248493;-14059.547424;36323.072910;12037.904262
43300;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.032287;129108.703613;135111.248493;-14059.547424;36323.072910;12037.905454
43400;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.032287;129108.703613;135111.248493;-14059.545993;36323.072910;12037.907838
43500;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.032287;129108.703613;135111.248493;-14059.545993;36323.070526;12037.910223
43600;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.041824;129108.703613;135111.248493;-14059.545993;36323.070526;12037.911415
43700;-17431.684494;-35627.510547;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.041824;129108.715057;135111.248493;-14059.545993;36323.065757;12037.914991
43800;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.041824;129108.715057;135111.248493;-14059.544563;36323.065757;12037.916183
43900;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.041824;129108.715057;135111.248493;-14059.544563;36323.065757;12037.917375
44000;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.051361;129108.715057;135111.248493;-14059.544563;36323.060989;12037.920951
44100;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.051361;129108.715057;135111.248493;-14059.543609;36323.060989;12037.922143
44200;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.051361;129108.715057;135111.248493;-14059.543609;36323.058605;12037.924528
44300;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.060897;129108.715057;135111.248493;-14059.543609;36323.058605;12037.926912
44400;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.060897;129108.726501;135111.248493;-14059.542655;36323.058605;12037.928104
44500;-17431.684494;-35627.505779;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.060897;129108.726501;135111.248493;-14059.542655;36323.058605;12037.930488
44600;-17431.684494;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.060897;129108.726501;135111.248493;-14059.542655;36323.058605;12037.932872
44700;-17431.684494;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.572921;-86969.070434;129108.726501;135111.248493;-14059.542655;36323.058605;12037.935256
44800;-17431.684494;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.070434;129108.726501;135111.248493;-14059.541225;36323.053836;12037.937641
44900;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.070434;129108.726501;135111.248493;-14059.541225;36323.053836;12037.938833
45000;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.070434;129108.726501;135111.248493;-14059.541225;36323.049068;12037.941217
45100;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.539794;36323.049068;12037.943601
45200;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.539794;36323.049068;12037.945985
45300;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.539794;36323.046684;12037.948369
45400;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.538841;36323.046684;12037.948369
45500;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.538841;36323.041915;12037.951946
45600;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.538841;36323.041915;12037.954330
45700;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.536457;36323.041915;12037.955522
45800;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.079971;129108.738899;135111.248493;-14059.536457;36323.041915;12037.959098
45900;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.089508;129108.751296;135111.248493;-14059.536457;36323.041915;12037.959098
46000;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.089508;129108.751296;135111.248493;-14059.536457;36323.041915;12037.961483
46100;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.089508;129108.751296;135111.248493;-14059.535026;36323.037147;12037.965059
46200;-17431.687355;-35627.503395;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.099044;129108.751296;135111.248493;-14059.535026;36323.037147;12037.966251
46300;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.099044;129108.751296;135111.248493;-14059.535026;36323.034763;12037.968635
46400;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.582458;-86969.099044;129108.751296;135111.248493;-14059.535026;36323.034763;12037.969827
46500;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.099044;129108.751296;135111.248493;-14059.535026;36323.034763;12037.972211
46600;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.108581;129108.751296;135111.248493;-14059.535026;36323.029994;12037.974596
46700;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.108581;129108.751296;135111.248493;-14059.533119;36323.029994;12037.976980
46800;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.108581;129108.751296;135111.248493;-14059.533119;36323.027610;12037.979364
46900;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.108581;129108.751296;135111.248493;-14059.533119;36323.027610;12037.980556
47000;-17431.687355;-35627.498626;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.531688;36323.027610;12037.982940
47100;-17431.687355;-35627.496242;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.531688;36323.022842;12037.985324
47200;-17431.687355;-35627.496242;-94371.986389;-138722.860336;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.531688;36323.022842;12037.986516
47300;-17431.687355;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.531688;36323.022842;12037.990093
47400;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.530258;36323.022842;12037.991285
47500;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.530258;36323.022842;12037.992477
47600;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.118118;129108.751296;135111.248493;-14059.530258;36323.018074;12037.996053
47700;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.127655;129108.751296;135111.248493;-14059.529304;36323.018074;12037.997245
47800;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.127655;129108.751296;135111.248493;-14059.529304;36323.018074;12037.999629
47900;-17431.689262;-35627.496242;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.127655;129108.751296;135111.248493;-14059.529304;36323.015689;12038.002014
48000;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.127655;129108.751296;135111.248493;-14059.528350;36323.015689;12038.003206
48100;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.591995;-86969.137191;129108.762741;135111.248493;-14059.528350;36323.010921;12038.005590
48200;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.137191;129108.762741;135111.248493;-14059.528350;36323.010921;12038.007974
48300;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.137191;129108.762741;135111.248493;-14059.528350;36323.010921;12038.010358
48400;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.137191;129108.762741;135111.248493;-14059.526920;36323.006153;12038.011550
48500;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.146728;129108.762741;135111.248493;-14059.526920;36323.006153;12038.013935
48600;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.146728;129108.762741;135111.248493;-14059.526920;36323.006153;12038.016319
48700;-17431.689262;-35627.491474;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.146728;129108.762741;135111.248493;-14059.525489;36323.006153;12038.018703
48800;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.146728;129108.774185;135111.248493;-14059.525489;36323.006153;12038.019895
48900;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.156265;129108.774185;135111.248493;-14059.525489;36323.003768;12038.022279
49000;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.156265;129108.774185;135111.248493;-14059.524536;36323.003768;12038.024663
49100;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.156265;129108.774185;135111.248493;-14059.524536;36323.003768;12038.025856
49200;-17431.689262;-35627.486705;-94371.986389;-138722.872734;-161819.448471;-89523.601531;-86969.165802;129108.774185;135111.248493;-14059.524536;36322.999000;12038.029432
